zaman,sembol,fiyat,karar,guven,rsi,fiyat_giris,hedef,stop,ml_karar,lstm_karar,lstm_onay,fiyat_cikis,kar_zarar,sonuc
08.04.2026 17:49,EKGYO.IS,20.66,AL,0.596,37.4
08.04.2026 17:49,PGSUS.IS,187.4,BEKLE,0.432,40.0
08.04.2026 17:49,TCELL.IS,111.8,SAT,0.457,45.2
08.04.2026 17:49,SISE.IS,46.84,SAT,0.49,48.7
08.04.2026 17:49,FROTO.IS,102.0,SAT,0.429,38.3
08.04.2026 17:54,AKBNK.IS,76.15,AL,0.404,40.9
08.04.2026 17:54,GARAN.IS,137.8,SAT,0.566,43.2
08.04.2026 17:54,YKBNK.IS,37.76,SAT,0.421,43.5
08.04.2026 17:54,EKGYO.IS,20.64,AL,0.596,37.4
08.04.2026 17:54,PGSUS.IS,187.0,BEKLE,0.432,40.0
08.04.2026 17:54,TCELL.IS,111.8,SAT,0.457,45.2
08.04.2026 17:54,SISE.IS,46.86,SAT,0.49,48.7
08.04.2026 17:54,FROTO.IS,101.9,SAT,0.429,38.3
08.04.2026 17:59,AKBNK.IS,76.15,AL,0.404,40.9
08.04.2026 17:59,GARAN.IS,137.7,SAT,0.566,43.2
08.04.2026 17:59,YKBNK.IS,37.7,SAT,0.421,43.5
08.04.2026 17:59,EKGYO.IS,20.66,AL,0.596,37.4
08.04.2026 17:59,PGSUS.IS,186.9,BEKLE,0.432,40.0
08.04.2026 17:59,TCELL.IS,111.8,SAT,0.457,45.2
08.04.2026 17:59,SISE.IS,46.8,SAT,0.49,48.7
08.04.2026 17:59,FROTO.IS,101.8,SAT,0.429,38.3
08.04.2026 18:04,AKBNK.IS,76.0,AL,0.404,40.9
08.04.2026 18:04,GARAN.IS,137.4,SAT,0.566,43.2
08.04.2026 18:04,YKBNK.IS,37.64,SAT,0.421,43.5
08.04.2026 18:04,EKGYO.IS,20.6,AL,0.596,37.4
08.04.2026 18:04,PGSUS.IS,186.7,BEKLE,0.432,40.0
08.04.2026 18:04,TCELL.IS,111.6,SAT,0.457,45.2
08.04.2026 18:04,SISE.IS,46.68,SAT,0.49,48.7
08.04.2026 18:04,FROTO.IS,101.9,SAT,0.429,38.3
08.04.2026 18:09,AKBNK.IS,76.05,AL,0.404,40.9
08.04.2026 18:09,GARAN.IS,137.3,SAT,0.566,43.2
08.04.2026 18:09,YKBNK.IS,37.56,SAT,0.421,43.5
08.04.2026 18:09,EKGYO.IS,20.56,AL,0.596,37.4
08.04.2026 18:09,PGSUS.IS,186.6,BEKLE,0.432,40.0
08.04.2026 18:09,TCELL.IS,111.5,SAT,0.457,45.2
08.04.2026 18:09,SISE.IS,46.7,SAT,0.49,48.7
08.04.2026 18:09,FROTO.IS,101.7,SAT,0.429,38.3
08.04.2026 18:14,AKBNK.IS,76.1,AL,0.404,40.9
08.04.2026 18:14,GARAN.IS,137.4,SAT,0.566,43.2
08.04.2026 18:14,YKBNK.IS,37.68,SAT,0.421,43.5
08.04.2026 18:14,EKGYO.IS,20.58,AL,0.596,37.4
08.04.2026 18:14,PGSUS.IS,186.5,BEKLE,0.432,40.0
08.04.2026 18:14,TCELL.IS,111.6,SAT,0.457,45.2
08.04.2026 18:14,SISE.IS,46.72,SAT,0.49,48.7
08.04.2026 18:14,FROTO.IS,101.7,SAT,0.429,38.3
08.04.2026 18:19,AKBNK.IS,76.05,AL,0.404,40.9
08.04.2026 18:19,GARAN.IS,137.5,SAT,0.566,43.2
08.04.2026 18:19,YKBNK.IS,37.66,SAT,0.421,43.5
08.04.2026 18:19,EKGYO.IS,20.58,AL,0.596,37.4
08.04.2026 18:19,PGSUS.IS,186.5,BEKLE,0.432,40.0
08.04.2026 18:19,TCELL.IS,111.5,SAT,0.457,45.2
08.04.2026 18:19,SISE.IS,46.72,SAT,0.49,48.7
08.04.2026 18:19,FROTO.IS,101.8,SAT,0.429,38.3
08.04.2026 18:24,AKBNK.IS,75.75,AL,0.404,40.9
08.04.2026 18:24,GARAN.IS,137.5,SAT,0.566,43.2
08.04.2026 18:24,YKBNK.IS,37.54,SAT,0.421,43.5
08.04.2026 18:24,EKGYO.IS,20.62,AL,0.596,37.4
08.04.2026 18:24,PGSUS.IS,186.0,BEKLE,0.432,40.0
08.04.2026 18:24,TCELL.IS,111.2,SAT,0.457,45.2
08.04.2026 18:24,SISE.IS,46.7,SAT,0.49,48.7
08.04.2026 18:24,FROTO.IS,101.8,SAT,0.429,38.3
08.04.2026 18:29,AKBNK.IS,75.75,AL,0.404,40.9
08.04.2026 18:29,GARAN.IS,137.5,SAT,0.566,43.2
08.04.2026 18:29,YKBNK.IS,37.54,SAT,0.421,43.5
08.04.2026 18:29,EKGYO.IS,20.62,AL,0.596,37.4
08.04.2026 18:29,PGSUS.IS,186.0,BEKLE,0.432,40.0
08.04.2026 18:29,TCELL.IS,111.2,SAT,0.457,45.2
08.04.2026 18:29,SISE.IS,46.7,SAT,0.49,48.7
08.04.2026 18:29,FROTO.IS,101.8,SAT,0.429,38.3
08.04.2026 18:34,AKBNK.IS,75.75,AL,0.404,40.9
08.04.2026 18:34,GARAN.IS,137.5,SAT,0.566,43.2
08.04.2026 18:34,YKBNK.IS,37.54,SAT,0.421,43.5
08.04.2026 18:34,EKGYO.IS,20.62,AL,0.596,37.4
08.04.2026 18:34,PGSUS.IS,186.0,BEKLE,0.432,40.0
08.04.2026 18:34,TCELL.IS,111.2,SAT,0.457,45.2
08.04.2026 18:34,SISE.IS,46.7,SAT,0.49,48.7
08.04.2026 18:34,FROTO.IS,101.8,SAT,0.429,38.3
08.04.2026 18:39,AKBNK.IS,75.75,AL,0.404,40.9
08.04.2026 18:39,GARAN.IS,137.5,SAT,0.566,43.2
08.04.2026 18:39,YKBNK.IS,37.54,SAT,0.421,43.5
08.04.2026 18:39,EKGYO.IS,20.62,AL,0.596,37.4
08.04.2026 18:39,PGSUS.IS,186.0,BEKLE,0.432,40.0
08.04.2026 18:39,TCELL.IS,111.2,SAT,0.457,45.2
08.04.2026 18:39,SISE.IS,46.7,SAT,0.49,48.7
08.04.2026 18:39,FROTO.IS,101.8,SAT,0.429,38.3
08.04.2026 21:42,AKBNK.IS,75.75,AL,0.404,40.9
08.04.2026 21:42,GARAN.IS,137.5,SAT,0.566,43.2
08.04.2026 21:42,YKBNK.IS,37.54,SAT,0.421,43.5
08.04.2026 21:42,EKGYO.IS,20.62,AL,0.596,37.4
08.04.2026 21:42,PGSUS.IS,186.0,BEKLE,0.432,40.0
08.04.2026 21:42,TCELL.IS,111.2,SAT,0.457,45.2
08.04.2026 21:42,SISE.IS,46.7,SAT,0.49,48.7
08.04.2026 21:42,FROTO.IS,101.8,SAT,0.429,38.3
08.04.2026 21:47,AKBNK.IS,75.75,AL,0.404,40.9
08.04.2026 21:47,GARAN.IS,137.5,SAT,0.566,43.2
08.04.2026 21:47,YKBNK.IS,37.54,SAT,0.421,43.5
08.04.2026 21:47,EKGYO.IS,20.62,AL,0.596,37.4
08.04.2026 21:47,PGSUS.IS,186.0,BEKLE,0.432,40.0
08.04.2026 21:47,TCELL.IS,111.2,SAT,0.457,45.2
08.04.2026 21:47,SISE.IS,46.7,SAT,0.49,48.7
08.04.2026 21:47,FROTO.IS,101.8,SAT,0.429,38.3
08.04.2026 21:52,AKBNK.IS,75.75,AL,0.404,40.9
08.04.2026 21:52,GARAN.IS,137.5,SAT,0.566,43.2
08.04.2026 21:52,YKBNK.IS,37.54,SAT,0.421,43.5
08.04.2026 21:52,EKGYO.IS,20.62,AL,0.596,37.4
08.04.2026 21:52,PGSUS.IS,186.0,BEKLE,0.432,40.0
08.04.2026 21:52,TCELL.IS,111.2,SAT,0.457,45.2
08.04.2026 21:52,SISE.IS,46.7,SAT,0.49,48.7
08.04.2026 21:52,FROTO.IS,101.8,SAT,0.429,38.3
08.04.2026 21:57,AKBNK.IS,75.75,AL,0.404,40.9
08.04.2026 21:57,GARAN.IS,137.5,SAT,0.566,43.2
08.04.2026 21:57,YKBNK.IS,37.54,SAT,0.421,43.5
08.04.2026 21:57,EKGYO.IS,20.62,AL,0.596,37.4
08.04.2026 21:57,PGSUS.IS,186.0,BEKLE,0.432,40.0
08.04.2026 21:57,TCELL.IS,111.2,SAT,0.457,45.2
08.04.2026 21:57,SISE.IS,46.7,SAT,0.49,48.7
08.04.2026 21:57,FROTO.IS,101.8,SAT,0.429,38.3
08.04.2026 22:02,AKBNK.IS,75.75,AL,0.404,40.9
08.04.2026 22:02,GARAN.IS,137.5,SAT,0.566,43.2
08.04.2026 22:02,YKBNK.IS,37.54,SAT,0.421,43.5
08.04.2026 22:02,EKGYO.IS,20.62,AL,0.596,37.4
08.04.2026 22:02,PGSUS.IS,186.0,BEKLE,0.432,40.0
08.04.2026 22:02,TCELL.IS,111.2,SAT,0.457,45.2
08.04.2026 22:02,SISE.IS,46.7,SAT,0.49,48.7
08.04.2026 22:02,FROTO.IS,101.8,SAT,0.429,38.3
08.04.2026 22:08,AKBNK.IS,75.75,AL,0.404,40.9
08.04.2026 22:08,GARAN.IS,137.5,SAT,0.566,43.2
08.04.2026 22:08,YKBNK.IS,37.54,SAT,0.421,43.5
08.04.2026 22:08,EKGYO.IS,20.62,AL,0.596,37.4
08.04.2026 22:08,PGSUS.IS,186.0,BEKLE,0.432,40.0
08.04.2026 22:08,TCELL.IS,111.2,SAT,0.457,45.2
08.04.2026 22:08,SISE.IS,46.7,SAT,0.49,48.7
08.04.2026 22:08,FROTO.IS,101.8,SAT,0.429,38.3
08.04.2026 22:11,AKBNK.IS,75.75,BEKLE,0.405,40.9
08.04.2026 22:11,GARAN.IS,137.5,SAT,0.568,43.2
08.04.2026 22:11,YKBNK.IS,37.54,BEKLE,0.421,43.5
08.04.2026 22:11,EKGYO.IS,20.62,AL,0.604,37.4
08.04.2026 22:11,PGSUS.IS,186.0,BEKLE,0.432,40.0
08.04.2026 22:11,TCELL.IS,111.2,SAT,0.469,45.2
08.04.2026 22:11,SISE.IS,46.7,SAT,0.495,48.7
08.04.2026 22:11,FROTO.IS,101.8,SAT,0.472,38.3
08.04.2026 22:13,AKBNK.IS,75.75,BEKLE,0.371,40.9
08.04.2026 22:13,GARAN.IS,137.5,SAT,0.559,43.2
08.04.2026 22:13,YKBNK.IS,37.54,BEKLE,0.421,43.5
08.04.2026 22:13,EKGYO.IS,20.62,AL,0.6,37.4
08.04.2026 22:13,PGSUS.IS,186.0,BEKLE,0.432,40.0
08.04.2026 22:13,TCELL.IS,111.2,SAT,0.478,45.2
08.04.2026 22:13,SISE.IS,46.7,SAT,0.478,48.7
08.04.2026 22:13,FROTO.IS,101.8,SAT,0.468,38.3
08.04.2026 22:18,AKBNK.IS,75.75,BEKLE,0.371,40.9
08.04.2026 22:18,GARAN.IS,137.5,SAT,0.559,43.2
08.04.2026 22:18,YKBNK.IS,37.54,BEKLE,0.421,43.5
08.04.2026 22:18,EKGYO.IS,20.62,AL,0.6,37.4
08.04.2026 22:18,PGSUS.IS,186.0,BEKLE,0.432,40.0
08.04.2026 22:18,TCELL.IS,111.2,SAT,0.478,45.2
08.04.2026 22:18,SISE.IS,46.7,SAT,0.478,48.7
08.04.2026 22:18,FROTO.IS,101.8,SAT,0.468,38.3
08.04.2026 22:20,AKBNK.IS,75.75,AL,0.405,40.9
08.04.2026 22:20,GARAN.IS,137.5,SAT,0.551,43.2
08.04.2026 22:20,YKBNK.IS,37.54,SAT,0.421,43.5
08.04.2026 22:20,EKGYO.IS,20.62,AL,0.605,37.4
08.04.2026 22:20,PGSUS.IS,186.0,BEKLE,0.432,40.0
08.04.2026 22:20,TCELL.IS,111.2,SAT,0.467,45.2
08.04.2026 22:20,SISE.IS,46.7,SAT,0.475,48.7
08.04.2026 22:20,FROTO.IS,101.8,SAT,0.468,38.3
08.04.2026 22:25,AKBNK.IS,75.75,AL,0.405,40.9
08.04.2026 22:25,GARAN.IS,137.5,SAT,0.551,43.2
08.04.2026 22:25,YKBNK.IS,37.54,SAT,0.421,43.5
08.04.2026 22:25,EKGYO.IS,20.62,AL,0.605,37.4
08.04.2026 22:25,PGSUS.IS,186.0,BEKLE,0.432,40.0
08.04.2026 22:25,TCELL.IS,111.2,SAT,0.467,45.2
08.04.2026 22:25,SISE.IS,46.7,SAT,0.475,48.7
08.04.2026 22:25,FROTO.IS,101.8,SAT,0.468,38.3
08.04.2026 22:30,AKBNK.IS,75.75,AL,0.405,40.9
08.04.2026 22:30,GARAN.IS,137.5,SAT,0.551,43.2
08.04.2026 22:30,YKBNK.IS,37.54,SAT,0.421,43.5
08.04.2026 22:30,EKGYO.IS,20.62,AL,0.605,37.4
08.04.2026 22:30,PGSUS.IS,186.0,BEKLE,0.432,40.0
08.04.2026 22:30,TCELL.IS,111.2,SAT,0.467,45.2
08.04.2026 22:30,SISE.IS,46.7,SAT,0.475,48.7
08.04.2026 22:30,FROTO.IS,101.8,SAT,0.468,38.3
08.04.2026 22:36,AKBNK.IS,75.75,SAT,0.372,40.9
08.04.2026 22:36,GARAN.IS,137.5,SAT,0.545,43.2
08.04.2026 22:36,YKBNK.IS,37.54,SAT,0.421,43.5
08.04.2026 22:36,EKGYO.IS,20.62,AL,0.59,37.4
08.04.2026 22:36,PGSUS.IS,186.0,BEKLE,0.432,40.0
08.04.2026 22:36,TCELL.IS,111.2,SAT,0.453,45.2
08.04.2026 22:36,SISE.IS,46.7,SAT,0.5,48.7
08.04.2026 22:36,FROTO.IS,101.8,SAT,0.468,38.3
08.04.2026 22:41,AKBNK.IS,75.75,SAT,0.372,40.9
08.04.2026 22:41,GARAN.IS,137.5,SAT,0.545,43.2
08.04.2026 22:41,YKBNK.IS,37.54,SAT,0.421,43.5
08.04.2026 22:41,EKGYO.IS,20.62,AL,0.59,37.4
08.04.2026 22:41,PGSUS.IS,186.0,BEKLE,0.432,40.0
08.04.2026 22:41,TCELL.IS,111.2,SAT,0.453,45.2
08.04.2026 22:41,SISE.IS,46.7,SAT,0.5,48.7
08.04.2026 22:41,FROTO.IS,101.8,SAT,0.468,38.3
08.04.2026 22:46,AKBNK.IS,75.75,SAT,0.372,40.9
08.04.2026 22:46,GARAN.IS,137.5,SAT,0.545,43.2
08.04.2026 22:46,YKBNK.IS,37.54,SAT,0.421,43.5
08.04.2026 22:46,EKGYO.IS,20.62,AL,0.59,37.4
08.04.2026 22:46,PGSUS.IS,186.0,BEKLE,0.432,40.0
08.04.2026 22:46,TCELL.IS,111.2,SAT,0.453,45.2
08.04.2026 22:46,SISE.IS,46.7,SAT,0.5,48.7
08.04.2026 22:46,FROTO.IS,101.8,SAT,0.468,38.3
08.04.2026 22:53,AKBNK.IS,75.75,AL,0.376,40.9
08.04.2026 22:53,GARAN.IS,137.5,SAT,0.544,43.2
08.04.2026 22:53,YKBNK.IS,37.54,SAT,0.421,43.5
08.04.2026 22:53,EKGYO.IS,20.62,AL,0.605,37.4
08.04.2026 22:53,PGSUS.IS,186.0,BEKLE,0.432,40.0
08.04.2026 22:53,TCELL.IS,111.2,SAT,0.456,45.2
08.04.2026 22:53,SISE.IS,46.7,SAT,0.481,48.7
08.04.2026 22:53,FROTO.IS,101.8,SAT,0.452,38.3
08.04.2026 22:58,AKBNK.IS,75.75,AL,0.376,40.9
08.04.2026 22:58,GARAN.IS,137.5,SAT,0.544,43.2
08.04.2026 22:58,YKBNK.IS,37.54,SAT,0.421,43.5
08.04.2026 22:58,EKGYO.IS,20.62,AL,0.605,37.4
08.04.2026 22:58,PGSUS.IS,186.0,BEKLE,0.432,40.0
08.04.2026 22:58,TCELL.IS,111.2,SAT,0.456,45.2
08.04.2026 22:58,SISE.IS,46.7,SAT,0.481,48.7
08.04.2026 22:58,FROTO.IS,101.8,SAT,0.452,38.3
08.04.2026 23:03,AKBNK.IS,75.75,AL,0.376,40.9
08.04.2026 23:03,GARAN.IS,137.5,SAT,0.544,43.2
08.04.2026 23:03,YKBNK.IS,37.54,SAT,0.421,43.5
08.04.2026 23:03,EKGYO.IS,20.62,AL,0.605,37.4
08.04.2026 23:03,PGSUS.IS,186.0,BEKLE,0.432,40.0
08.04.2026 23:03,TCELL.IS,111.2,SAT,0.456,45.2
08.04.2026 23:03,SISE.IS,46.7,SAT,0.481,48.7
08.04.2026 23:03,FROTO.IS,101.8,SAT,0.452,38.3
08.04.2026 23:08,AKBNK.IS,75.75,AL,0.376,40.9
08.04.2026 23:08,GARAN.IS,137.5,SAT,0.544,43.2
08.04.2026 23:08,YKBNK.IS,37.54,SAT,0.421,43.5
08.04.2026 23:08,EKGYO.IS,20.62,AL,0.605,37.4
08.04.2026 23:08,PGSUS.IS,186.0,BEKLE,0.432,40.0
08.04.2026 23:08,TCELL.IS,111.2,SAT,0.456,45.2
08.04.2026 23:08,SISE.IS,46.7,SAT,0.481,48.7
08.04.2026 23:08,FROTO.IS,101.8,SAT,0.452,38.3
08.04.2026 23:13,AKBNK.IS,75.75,AL,0.376,40.9
08.04.2026 23:13,GARAN.IS,137.5,SAT,0.544,43.2
08.04.2026 23:13,YKBNK.IS,37.54,SAT,0.421,43.5
08.04.2026 23:13,EKGYO.IS,20.62,AL,0.605,37.4
08.04.2026 23:13,PGSUS.IS,186.0,BEKLE,0.432,40.0
08.04.2026 23:13,TCELL.IS,111.2,SAT,0.456,45.2
08.04.2026 23:13,SISE.IS,46.7,SAT,0.481,48.7
08.04.2026 23:13,FROTO.IS,101.8,SAT,0.452,38.3
08.04.2026 23:18,AKBNK.IS,75.75,AL,0.376,40.9
08.04.2026 23:18,GARAN.IS,137.5,SAT,0.544,43.2
08.04.2026 23:18,YKBNK.IS,37.54,SAT,0.421,43.5
08.04.2026 23:18,EKGYO.IS,20.62,AL,0.605,37.4
08.04.2026 23:18,PGSUS.IS,186.0,BEKLE,0.432,40.0
08.04.2026 23:18,TCELL.IS,111.2,SAT,0.456,45.2
08.04.2026 23:18,SISE.IS,46.7,SAT,0.481,48.7
08.04.2026 23:18,FROTO.IS,101.8,SAT,0.452,38.3
08.04.2026 23:23,AKBNK.IS,75.75,AL,0.376,40.9
08.04.2026 23:23,GARAN.IS,137.5,SAT,0.544,43.2
08.04.2026 23:23,YKBNK.IS,37.54,SAT,0.421,43.5
08.04.2026 23:23,EKGYO.IS,20.62,AL,0.605,37.4
08.04.2026 23:23,PGSUS.IS,186.0,BEKLE,0.432,40.0
08.04.2026 23:23,TCELL.IS,111.2,SAT,0.456,45.2
08.04.2026 23:23,SISE.IS,46.7,SAT,0.481,48.7
08.04.2026 23:23,FROTO.IS,101.8,SAT,0.452,38.3
08.04.2026 23:28,AKBNK.IS,75.75,AL,0.376,40.9
08.04.2026 23:28,GARAN.IS,137.5,SAT,0.544,43.2
08.04.2026 23:28,YKBNK.IS,37.54,SAT,0.421,43.5
08.04.2026 23:28,EKGYO.IS,20.62,AL,0.605,37.4
08.04.2026 23:28,PGSUS.IS,186.0,BEKLE,0.432,40.0
08.04.2026 23:28,TCELL.IS,111.2,SAT,0.456,45.2
08.04.2026 23:28,SISE.IS,46.7,SAT,0.481,48.7
08.04.2026 23:28,FROTO.IS,101.8,SAT,0.452,38.3
08.04.2026 23:33,AKBNK.IS,75.75,AL,0.376,40.9
08.04.2026 23:33,GARAN.IS,137.5,SAT,0.544,43.2
08.04.2026 23:33,YKBNK.IS,37.54,SAT,0.421,43.5
08.04.2026 23:33,EKGYO.IS,20.62,AL,0.605,37.4
08.04.2026 23:33,PGSUS.IS,186.0,BEKLE,0.432,40.0
08.04.2026 23:33,TCELL.IS,111.2,SAT,0.456,45.2
08.04.2026 23:33,SISE.IS,46.7,SAT,0.481,48.7
08.04.2026 23:33,FROTO.IS,101.8,SAT,0.452,38.3
08.04.2026 23:38,AKBNK.IS,75.75,AL,0.376,40.9
08.04.2026 23:38,GARAN.IS,137.5,SAT,0.544,43.2
08.04.2026 23:38,YKBNK.IS,37.54,SAT,0.421,43.5
08.04.2026 23:38,EKGYO.IS,20.62,AL,0.605,37.4
08.04.2026 23:38,PGSUS.IS,186.0,BEKLE,0.432,40.0
08.04.2026 23:38,TCELL.IS,111.2,SAT,0.456,45.2
08.04.2026 23:38,SISE.IS,46.7,SAT,0.481,48.7
08.04.2026 23:38,FROTO.IS,101.8,SAT,0.452,38.3
15.04.2026 01:08,AKBNK.IS,78.45,BEKLE,0.428,57.6
15.04.2026 01:08,GARAN.IS,140.0,SAT,0.436,58.2
15.04.2026 01:08,YKBNK.IS,37.68,BEKLE,0.644,57.8
15.04.2026 01:08,EKGYO.IS,21.16,SAT,0.474,50.0
15.04.2026 01:08,PGSUS.IS,187.1,BEKLE,0.379,54.8
15.04.2026 01:08,TCELL.IS,116.3,SAT,0.527,53.9
15.04.2026 01:08,SISE.IS,48.08,BEKLE,0.405,57.9
15.04.2026 01:08,FROTO.IS,106.1,SAT,0.496,45.6
15.04.2026 01:12,AKBNK.IS,78.45,BEKLE,0.418,57.6
15.04.2026 01:12,GARAN.IS,140.0,BEKLE,0.439,58.2
15.04.2026 01:12,YKBNK.IS,37.68,BEKLE,0.636,57.8
15.04.2026 01:12,EKGYO.IS,21.16,SAT,0.462,50.0
15.04.2026 01:12,PGSUS.IS,187.1,BEKLE,0.379,54.8
15.04.2026 01:12,TCELL.IS,116.3,SAT,0.489,53.9
15.04.2026 01:12,SISE.IS,48.08,BEKLE,0.396,57.9
15.04.2026 01:12,FROTO.IS,106.1,SAT,0.504,45.6
15.04.2026 01:19,AKBNK.IS,78.45,BEKLE,0.428,57.6
15.04.2026 01:19,GARAN.IS,140.0,SAT,0.479,58.2
15.04.2026 01:19,YKBNK.IS,37.68,BEKLE,0.636,57.8
15.04.2026 01:19,EKGYO.IS,21.16,SAT,0.468,50.0
15.04.2026 01:19,PGSUS.IS,187.1,BEKLE,0.379,54.8
15.04.2026 01:19,TCELL.IS,116.3,SAT,0.514,53.9
15.04.2026 01:19,SISE.IS,48.08,BEKLE,0.398,57.9
15.04.2026 01:19,FROTO.IS,106.1,SAT,0.496,45.6
15.04.2026 01:24,AKBNK.IS,78.45,BEKLE,0.428,57.6
15.04.2026 01:24,GARAN.IS,140.0,SAT,0.479,58.2
15.04.2026 01:24,YKBNK.IS,37.68,BEKLE,0.636,57.8
15.04.2026 01:24,EKGYO.IS,21.16,SAT,0.468,50.0
15.04.2026 01:24,PGSUS.IS,187.1,BEKLE,0.379,54.8
15.04.2026 01:24,TCELL.IS,116.3,SAT,0.514,53.9
15.04.2026 01:24,SISE.IS,48.08,BEKLE,0.398,57.9
15.04.2026 01:24,FROTO.IS,106.1,SAT,0.496,45.6
15.04.2026 01:27,AKBNK.IS,78.45,BEKLE,0.425,57.6
15.04.2026 01:27,GARAN.IS,140.0,BEKLE,0.435,58.2
15.04.2026 01:27,YKBNK.IS,37.68,BEKLE,0.648,57.8
15.04.2026 01:27,EKGYO.IS,21.16,SAT,0.474,50.0
15.04.2026 01:27,PGSUS.IS,187.1,BEKLE,0.379,54.8
15.04.2026 01:27,TCELL.IS,116.3,SAT,0.496,53.9
15.04.2026 01:27,SISE.IS,48.08,BEKLE,0.405,57.9
15.04.2026 01:27,FROTO.IS,106.1,SAT,0.491,45.6
15.04.2026 01:33,AKBNK.IS,78.45,BEKLE,0.428,57.6
15.04.2026 01:33,GARAN.IS,140.0,SAT,0.447,58.2
15.04.2026 01:33,YKBNK.IS,37.68,BEKLE,0.636,57.8
15.04.2026 01:33,EKGYO.IS,21.16,SAT,0.471,50.0
15.04.2026 01:33,PGSUS.IS,187.1,BEKLE,0.379,54.8
15.04.2026 01:33,TCELL.IS,116.3,SAT,0.503,53.9
15.04.2026 01:33,SISE.IS,48.08,BEKLE,0.4,57.9
15.04.2026 01:33,FROTO.IS,106.1,SAT,0.504,45.6
26.04.2026 18:55,AKBNK.IS,77.9,AL,0.421,63.6
26.04.2026 18:55,GARAN.IS,138.0,SAT,0.475,61.1
26.04.2026 18:55,YKBNK.IS,37.64,SAT,0.636,59.5
26.04.2026 18:55,EKGYO.IS,21.18,SAT,0.366,56.8
26.04.2026 18:55,PGSUS.IS,189.1,BEKLE,0.468,59.2
26.04.2026 18:55,TCELL.IS,114.3,SAT,0.461,59.7
26.04.2026 18:55,SISE.IS,47.88,AL,0.44,58.4
26.04.2026 18:55,FROTO.IS,104.5,SAT,0.488,54.6
26.04.2026 19:02,AKBNK.IS,77.9,AL,0.426,63.6
26.04.2026 19:02,GARAN.IS,138.0,SAT,0.469,61.1
26.04.2026 19:02,YKBNK.IS,37.64,SAT,0.636,59.5
26.04.2026 19:02,EKGYO.IS,21.18,SAT,0.346,56.8
26.04.2026 19:02,PGSUS.IS,189.1,BEKLE,0.468,59.2
26.04.2026 19:02,TCELL.IS,114.3,SAT,0.458,59.7
26.04.2026 19:02,SISE.IS,47.88,AL,0.44,58.4
26.04.2026 19:02,FROTO.IS,104.5,SAT,0.484,54.6
26.04.2026 19:07,AKBNK.IS,77.9,AL,0.436,63.6
26.04.2026 19:07,GARAN.IS,138.0,SAT,0.464,61.1
26.04.2026 19:07,YKBNK.IS,37.64,SAT,0.636,59.5
26.04.2026 19:07,EKGYO.IS,21.18,SAT,0.366,56.8
26.04.2026 19:07,PGSUS.IS,189.1,BEKLE,0.468,59.2
26.04.2026 19:07,TCELL.IS,114.3,SAT,0.445,59.7
26.04.2026 19:07,SISE.IS,47.88,AL,0.444,58.4
26.04.2026 19:07,FROTO.IS,104.5,SAT,0.48,54.6
